word,definition,x,y,z,cluster
NAMASTE,"'(Sanskrit) a traditional Indian salutation, a slight bow with the palms pressed together, also NAMASKAR [n -S]'",1.3905274,4.7976503,-0.34548932,34
NAMASTES,"'NAMASTE, (Sanskrit) a traditional Indian salutation, a slight bow with the palms pressed together, also NAMASKAR [n]'",1.4200511,4.780197,-0.38246542,34
NAN,"'(Hindi) a kind of slightly leavened Indian bread, also NAAN [n -S]'",-1.6426057,-1.871506,9.814986,126
NANS,"'NAN, (Hindi) a kind of slightly leavened Indian bread, also NAAN [n]'",-1.6675372,-1.9132886,9.894389,-1
NATAK,"'(Hindi) in India, a drama or play [n -S]'",1.5823401,0.7538414,1.0119106,-1
NATAKS,"'NATAK, (Hindi) in India, a drama or play [n]'",1.451855,0.9384713,1.0940378,-1
NAUCH,"'(Hindi) an entertainment in India consisting chiefly of dancing by professional dancing girls, also NACH, NAUTCH [n -ES]'",0.4433771,1.4729257,0.7931833,-1
NAUCHES,"'NAUCH, (Hindi) an entertainment in India consisting chiefly of dancing by professional dancing girls, also NACH, NAUTCH [n]'",0.44373456,1.5017724,0.78359354,-1
NAUTCH,"'(Hindi) an entertainment in India consisting chiefly of dancing by professional dancing girls, also NACH, NAUCH [n -ES]'",0.44986272,1.4651113,0.79230815,-1
NAUTCHES,"'NAUTCH, (Hindi) an entertainment in India consisting chiefly of dancing by professional dancing girls, also NACH, NAUCH [n]'",0.43843746,1.5050758,0.79059654,-1
NAWAB,'(Urdu) a governor of India under the British [n -S]',0.3864188,-1.4251007,0.7499878,-1
NAWABS,"'NAWAB, (Urdu) a governor of India under the British [n]'",0.44362167,-1.3419721,0.42088583,-1
NAZIR,'(Arabic) an Indian court official [n -S]',1.3712684,-1.0674994,0.4759667,-1
NAZIRS,"'NAZIR, (Arabic) an Indian court official [n]'",1.5228053,-1.1682277,0.34025544,-1
NEEM,"'(Hindi) an East Indian tree, also NEEMB, NIMB [n -S]'",-0.4077126,1.7683312,7.973433,113
NEEMB,"'(Hindi) an East Indian tree, also NEEM, NIMB [n -S]'",-0.50456125,1.7055397,7.909335,113
NEEMBS,"'NEEMB, (Hindi) an East Indian tree, also NEEM, NIMB [n]'",-0.45624083,1.7795345,7.994877,113
NEEMS,"'NEEM, (Hindi) an East Indian tree, also NEEMB, NIMB [n]'",-0.42854676,1.8487303,7.959557,113
NELUMBIUM,"'(Tamil) a plant of the Nelumbium genus of waterlilies that includes the sacred lotus, also NELUMBO [n -S]'",1.1010411,1.0666275,7.688664,-1
NELUMBIUMS,"'NELUMBIUM, (Tamil) a plant of the Nelumbium genus of waterlilies that includes the sacred lotus, also NELUMBO [n]'",1.1080493,1.0615855,7.698549,-1
NELUMBO,"'(Tamil) a plant of the Nelumbium genus of waterlilies that includes the sacred lotus, also NELUMBIUM [n -S]'",1.1259321,1.0325123,7.6778193,-1
NELUMBOS,"'NELUMBO, (Tamil) a plant of the Nelumbium genus of waterlilies that includes the sacred lotus, also NELUMBIUM [n]'",1.1250151,1.037352,7.6800466,-1
NILGAI,"'(Hindi) a large antelope, also NILGAU, NILGHAI, NILGHAU, NYLGHAI, NYLGHAU [n -S]'",0.7153568,4.0776715,5.2617335,97
NILGAIS,"'NILGAI, (Hindi) a large antelope, also NILGAU, NILGHAI, NILGHAU, NYLGHAI, NYLGHAU [n]'",0.6530785,4.059384,5.3578496,98
NILGAU,"'(Hindi) a kind of antelope, also NILGAI, NILGHAI, NILGHAU, NYLGHAI, NYLGHAU [n -S]'",0.7029197,4.0861144,5.2674117,97
NILGAUS,"'NILGAU, (Hindi) a kind of antelope, also NILGAI, NILGHAI, NILGHAU, NYLGHAI, NYLGHAU [n]'",0.7154241,3.9807277,5.361076,98
NILGHAI,"'(Hindi) a kind of antelope, also NILGAI, NILGAU, NILGHAU, NYLGHAI, NYLGHAU [n -S]'",0.7535638,4.0818515,5.227296,97
NILGHAIS,"'NILGHAI, (Hindi) a kind of antelope, also NILGAI, NILGAU, NILGHAU, NYLGHAI, NYLGHAU [n]'",0.71193963,4.0535274,5.3661246,98
NILGHAU,"'(Hindi) a kind of antelope, also NILGAI, NILGAU, NILGHAI, NYLGHAI, NYLGHAU [n -S]'",0.73056984,4.112065,5.2388587,97
NILGHAUS,"'NILGHAU, (Hindi) a kind of antelope, also NILGAI, NILGAU, NILGHAI, NYLGHAI, NYLGHAU [n]'",0.7005995,3.9422307,5.271531,98
NIMB,"'(Hindi) an East Indian tree yielding an aromatic oil, also NEEM, NEEMB [n -S]'",-0.40543956,1.6725081,7.958226,113
NIMBS,"'NIMB, (Hindi) an East Indian tree yielding an aromatic oil, also NEEM, NEEMB [n]'",-0.43437627,1.7804687,7.9962854,113
NIPA,"'(Malay) a low-growing East Indian palm, aka attap or atap [n -S]'",0.67040765,2.1359339,7.772746,-1
NIPAS,"'NIPA, (Malay) a low-growing East Indian palm, aka attap or atap [n]'",0.69595385,2.047286,7.768011,-1
NIRVANA,"'(Sanskrit) freedom from the endless cycle of birth and death and related suffering, in Hindu and Buddhist religions [n -S]'",2.2733037,3.9758866,-1.4336855,-1
NIRVANAS,"'NIRVANA, (Sanskrit) freedom from the endless cycle of birth and death and related suffering, in Hindu and Buddhist religions [n]'",2.3466403,3.9212298,-1.4167988,-1
NIZAM,"'(Hindi) the title of the native sovereigns of Hyderabad, in India, since 1719 [n -S]'",2.091079,-0.38329926,0.7614104,-1
NIZAMATE,'(Hindi) the territory of a nizam [n -S]',2.256956,-0.49332556,1.0718533,-1
NIZAMATES,"'NIZAMATE, (Hindi) the territory of a nizam [n]'",2.2217927,-0.52434963,1.0155997,-1
NIZAMS,"'NIZAM, (Hindi) the title of the native sovereigns of Hyderabad, in India, since 1719 [n]'",2.0985026,-0.49533403,0.7680709,-1
NOTEBANDI,'(Hindi) (in India) the withdrawal of certain banknotes from use as currency; demonetization [n -S]',2.4165585,0.3227927,1.2430813,-1
NOTEBANDIS,"'NOTEBANDI, (Hindi) (in India) the withdrawal of certain banknotes from use as currency; demonetization [n]'",2.3885293,0.22171836,1.207242,-1
NULLA,"'(Hindi) a ravine, a watercourse, also NALA, NALLA, NALLAH, NULLAH [n -S]'",1.6236844,-1.3205605,2.9799292,30
NULLAH,"'(Hindi) a ravine, a watercourse, also NALA, NALLA, NALLAH, NULLA [n -S]'",1.6196578,-1.3186339,2.9755664,30
NULLAHS,"'NULLAH, (Hindi) a ravine, a watercourse, also NALA, NALLA, NALLAH, NULLA [n]'",1.6270405,-1.2764608,2.9730027,30
NULLAS,"'NULLA, (Hindi) a ravine, a watercourse, also NALA, NALLA, NALLAH, NULLAH [n]'",1.6071627,-1.2919949,2.9561558,30
NUMDAH,'(Urdu) an embroidered felt rug made in India [n -S]',-1.1725961,-0.8022912,1.5158672,-1
NUMDAHS,"'NUMDAH, (Urdu) an embroidered felt rug made in India [n]'",-1.3219218,-0.63448554,1.6811976,-1
NUMNAH,'(Urdu) a pad under the saddle to prevent chafing [n -S]',-0.8892018,-1.234522,1.412189,-1
NUMNAHS,"'NUMNAH, (Urdu) a pad under the saddle to prevent chafing [n]'",-0.83553076,-1.3779907,1.3973025,-1
NUZZER,'(Hindi) a present to a superior [n -S]',1.5732406,0.25091198,0.8134233,-1
NUZZERS,"'NUZZER, (Hindi) a present to a superior [n]'",2.1210203,-0.42128807,1.0324183,-1
NYLGHAI,"'(Hindi) a large antelope, also NILGAI, NILGAU, NILGHAI, NILGHAU, NYLGHAU [n -S]'",0.7080878,4.098444,5.262422,97
NYLGHAIS,"'NYLGHAI, (Hindi) a large antelope, also NILGAI, NILGAU, NILGHAI, NILGHAU, NYLGHAU [n]'",0.6754276,3.9367135,5.3006773,98
NYLGHAU,"'(Hindi) a large antelope, also NILGAI, NILGAU, NILGHAI, NILGHAU, NYLGHAI [n -S]'",0.7249925,4.1312914,5.2602577,97
NYLGHAUS,"'NYLGHAU, (Hindi) a large antelope, also NILGAI, NILGAU, NILGHAI, NILGHAU, NYLGHAI [n]'",0.62592334,3.9660418,5.344185,98
OBE,"'a form of West Indian witchcraft, also OBEAH, OBI, OBIA [n -S]'",-1.6874464,10.003976,0.825299,3
OBEAH,"'a form of West Indian witchcraft, also OBE, OBI, OBIA [n -S] / to bewitch [v -ED, -ING, -S]'",-1.6399238,9.943337,0.7663438,3
OBEISM,"'a form of West Indian witchcraft, also OBEAHISM, OBIISM [n -S]'",-1.6366894,9.952698,0.790906,3
OBEISMS,"'OBEISM, a form of West Indian witchcraft, also OBEAHISM, OBIISM [n]'",-1.6381159,9.955981,0.7712986,3
OBES,"'OBE, a form of West Indian witchcraft, also OBEAH, OBI, OBIA [n]'",-1.6427038,9.965054,0.79487216,3
OBI,"'a form of West Indian witchcraft, also OBE, OBEAH, OBIA [n -S] / to bewitch [v -ED, -ING, -S]'",-1.6319858,9.935598,0.7656671,3
OBIA,"'a form of West Indian witchcraft, also OBE, OBEAH, OBI [n -S]'",-1.625458,9.958749,0.79503095,3
OBIAS,"'OBIA, a form of West Indian witchcraft, also OBE, OBEAH, OBI [n]'",-1.667252,9.979996,0.80689555,3
OBIISM,"'a form of West Indian witchcraft, also OBEAHISM, OBEISM [n -S]'",-1.6151764,9.946783,0.7823764,3
OBIISMS,"'OBIISM, a form of West Indian witchcraft, also OBEAHISM, OBEISM [n]'",-1.6020204,9.92329,0.7481835,3
OM,'an intoned Hindu sacred symbol [n -S]',2.3078477,4.005048,-0.75278634,-1
OMLAH,'(Arabic) an Indian staff of officials [n -S]',1.3204665,-1.1022687,0.5300859,-1
OMLAHS,"'OMLAH, (Arabic) an Indian staff of officials [n]'",1.3801758,-1.1214573,0.46582016,-1
OMRAH,'(Hindi) a Muslim lord [n -S]',1.6931609,-0.23900358,0.34787667,-1
OMRAHS,"'OMRAH, (Hindi) a Muslim lord [n]'",1.7452428,-0.26955435,0.3334442,-1
OMS,"'OM, an intoned Hindu sacred symbol [n]'",2.3285096,4.006679,-0.82047415,-1
OONT,'(Hindi) a camel [n -S]',0.81602514,3.5339546,5.025859,-1
OONTS,"'OONT, (Hindi) a camel [n]'",0.70473355,3.682299,5.1079235,-1
OORIAL,"'(Punjabi) a kind of Himalayan sheep, also URIAL [n -S]'",0.64927024,4.1107125,4.6338587,-1
OORIALS,"'OORIAL, (Punjabi) a kind of Himalayan sheep, also URIAL [n]'",0.6601978,4.1625705,4.642028,-1
OPUNTIA,"'(Latin) a genus of cactaceous plants, the prickly pear, or Indian fig [n -S]'",0.35245663,2.6410596,8.012636,-1
OPUNTIAS,"'OPUNTIA, (Latin) a genus of cactaceous plants, the prickly pear, or Indian fig [n]'",0.19131622,2.3390589,8.031643,-1
PACHAK,"'(Hindi) an aromatic root resembling ginger, also PUTCHOCK, PUTCHUK [n -S]'",0.58167565,1.8918601,9.066984,11
PACHAKS,"'PACHAK, (Hindi) an aromatic root resembling ginger, also PUTCHOCK, PUTCHUK [n]'",0.58813024,1.9029672,9.070769,11
PACHISI,"'(Hindi) an Indian board game, also PARCHESI, PARCHISI [n -S]'",-0.68303263,-1.3771818,3.1703978,18
PACHISIS,"'PACHISI, (Hindi) an Indian board game, also PARCHESI, PARCHISI [n]'",-0.6806775,-1.3873755,3.1795077,18
PACHOULI,"'(Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PATCHOULI, PATCHOULY [n -S]'",1.0814011,1.3031815,7.9348946,51
PACHOULIS,"'PACHOULI, (Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PATCHOULI, PATCHOULY [n]'",1.0677277,1.3594369,7.95828,51
PADMA,'(Sanskrit) the sacred lotus [n -S]',2.2899368,3.6065865,-1.0540655,-1
PADMAS,"'PADMA, (Sanskrit) the sacred lotus [n]'",2.3757498,3.555277,-1.0657026,-1
PAGRI,"'(Hindi) a turban, a light scarf worn round a hat to keep out the sun, also PUGAREE, PUGGAREE, PUGGERY, PUGGREE, PUGGRY, PUGREE [n -S]'",8.025278,-3.1691337,3.9523828,75
PAGRIS,"'PAGRI, (Hindi) a turban, a light scarf worn round a hat to keep out the sun, also PUGAREE, PUGGAREE, PUGGERY, PUGGREE, PUGGRY, PUGREE [n]'",7.9805126,-3.1274183,3.9122443,75
PAISA,"'(Hindi) an Indian coin, 1/100 of a rupee [n PAISE or PAISAS]'",2.7753024,0.15890585,1.984059,-1
PAISAS,"'PAISA, (Hindi) an Indian coin, 1/100 of a rupee [n]'",2.834892,0.112368144,2.034071,95
PAISE,"'PAISA, (Hindi) an Indian coin, 1/100 of a rupee [n]'",2.8036695,0.13850163,2.0036485,95
PAKKA,"'(Hindi) genuine; first-class, also PUCKA, PUKKA, PUKKAH [adj]'",0.94092065,1.0394778,2.626695,14
PAKORA,'(Hindi) an Indian dish of chopped vegetables fried in batter [n -S]',-1.3854877,-1.7808799,8.869987,126
PAKORAS,"'PAKORA, (Hindi) an Indian dish of chopped vegetables fried in batter [n]'",-1.4436204,-1.7401764,8.887434,-1
PALAS,"'(Hindi) a leguminous tree of eastern India and Myanmar, the dhak trees [n -ES]'",-0.7249228,1.3247707,7.7885838,-1
PALASES,"'PALAS, (Hindi) a leguminous tree of eastern India and Myanmar, the dhak trees [n]'",-0.72030264,1.3455391,7.838726,-1
PALAY,"'(Tamil) the ivory tree, a small South Indian tree of the dogbane family [n -S]'",1.0912881,1.051043,7.725168,-1
PALAYS,"'PALAY, (Tamil) the ivory tree, a small South Indian tree of the dogbane family [n]'",0.94860154,1.1983309,7.7879677,-1
PALKEE,"'(Hindi) a palanquin, also PALKI [n -S]'",0.17812163,0.22985786,2.7577372,54
PALKEES,"'PALKEE, (Hindi) a palanquin, also PALKI [n]'",0.044590365,0.29599294,2.8322053,54
PALKI,"'(Hindi) a palanquin, also PALKEE [n -S]'",0.09026256,0.3057854,2.8123205,54
PALKIS,"'PALKI, (Hindi) a palanquin, also PALKEE [n]'",0.07141444,0.31543037,2.7881987,54
PANCHAYAT,"'(Hindi) five elders, a council of five that is the basis for Indian village government [n -S]'",1.9175731,0.39703616,0.86565906,-1
PANCHAYATS,"'PANCHAYAT, (Hindi) five elders, a council of five that is the basis for Indian village government [n]'",1.9481939,0.26979944,0.86744153,-1
PANDIT,"'(Sanskrit) a Hindu learned in Sanskrit, also PUNDIT [n -S]'",1.6367519,2.7919743,-0.64893055,-1
PANDITS,"'PANDIT, (Sanskrit) a Hindu learned in Sanskrit, also PUNDIT [n]'",1.5864809,2.74951,-0.5830305,-1
PANEER,'(Hindi) a soft white cheese used in Indian cookery [n -S]',-1.3927368,-1.5405363,8.731601,-1
PANEERS,"'PANEER, (Hindi) a soft white cheese used in Indian cookery [n]'",-1.35838,-1.4340807,8.633577,-1
PAPADAM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADOM, PAPADUM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.4533184,-1.1108471,8.121657,58
PAPADAMS,"'PAPADAM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADOM, PAPADUM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0684386,-1.5832053,8.386598,57
PAPADOM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADUM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.4527544,-1.1056144,8.117885,58
PAPADOMS,"'PAPADOM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADUM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0473465,-1.568058,8.378234,57
PAPADUM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.4532781,-1.115758,8.127059,58
PAPADUMS,"'PAPADUM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPPADAM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0666721,-1.5675275,8.364234,57
PAPPADAM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.444911,-1.1146438,8.125405,58
PAPPADAMS,"'PAPPADAM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADOM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0547737,-1.5647115,8.374039,57
PAPPADOM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADAM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.4513859,-1.1098884,8.12232,58
PAPPADOMS,"'PAPPADOM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADAM, PAPPADUM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0750746,-1.558424,8.354483,57
PAPPADUM,"'(Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADAM, PAPPADOM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n -S]'",1.446595,-1.1041327,8.121818,58
PAPPADUMS,"'PAPPADUM, (Tamil) a thin circle of dough fried in oil until crisp, also PAPADAM, PAPADOM, PAPADUM, PAPPADAM, PAPPADOM, POPADUM, POPPADOM, POPPADUM, PUPPODUM [n]'",1.0389631,-1.5597197,8.385038,57
PARATHA,"'(Hindi) a flat round cake of unleavened bread, traditionally eaten as an accompaniment to Indian food [n -S]'",-1.5532305,-1.8192009,9.591894,126
PARATHAS,"'PARATHA, (Hindi) a flat round cake of unleavened bread, traditionally eaten as an accompaniment to Indian food [n]'",-1.6248611,-1.8706691,9.814912,-1
PARCHEESI,"'(Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHESI, PARCHISI [n -S]'",-0.68082577,-1.3753538,3.166213,18
PARCHEESIS,"'PARCHEESI, (Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHESI, PARCHISI [n]'",-0.70245945,-1.3946221,3.189734,18
PARCHESI,"'(Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHEESI, PARCHISI [n -S]'",-0.6963216,-1.4007403,3.1601226,18
PARCHESIS,"'PARCHESI, (Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHEESI, PARCHISI [n]'",-0.6854021,-1.384167,3.1755047,18
PARCHISI,"'(Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHEESI, PARCHESI [n -S]'",-0.68645895,-1.3792864,3.1733325,18
PARCHISIS,"'PARCHISI, (Hindi) a game, somewhat resembling backgammon, originating in India, also PACHISI, PARCHEESI, PARCHESI [n]'",-0.6794339,-1.3758096,3.1561058,18
PARDAH,"'(Urdu) the seclusion of women from public observation among Muslims and some Hindus, also PURDA, PURDAH [n -S]'",-1.096479,-0.65421486,0.2961805,84
PARDAHS,"'PARDAH, (Urdu) the seclusion of women from public observation among Muslims and some Hindus, also PURDA, PURDAH [n]'",-1.1108638,-0.6432895,0.25880978,84
PARGANA,"'(Hindi) a division of an administrative district or zillah in India, also PERGUNNAH [n -S]'",1.9992146,-1.3439064,0.982868,-1
PARGANAS,"'PARGANA, (Hindi) a division of an administrative district or zillah in India, also PERGUNNAH [n]'",2.0201283,-1.3095953,1.0318584,-1
PARIAH,'(Tamil) a person of low or no caste; a social outcast [n -S]',1.7472847,1.5205568,0.059664823,-1
PARIAHS,"'PARIAH, (Tamil) a person of low or no caste; a social outcast [n]'",1.7999883,1.5854506,-0.0041527525,-1
PARISHAD,'(Hindi) an Indian assembly [n -S]',1.8952339,0.59388494,1.0089525,95
PARISHADS,"'PARISHAD, (Hindi) an Indian assembly [n]'",1.9447794,0.45685613,0.91351163,-1
PASHIM,"'(Persian) the fine under-fleece of the goats of North India, used for making rugs, shawls etc., also PASHM [n -S]'",-2.0685048,-0.6184252,1.8660979,22
PASHIMS,"'PASHIM, (Persian) the fine under-fleece of the goats of North India, used for making rugs, shawls etc., also PASHM [n]'",-2.101492,-0.6222326,1.8827316,22
PASHM,"'(Persian) the fine under-fleece of the goats of North India, used for making rugs, shawls etc., also PASHIM [n -S]'",-2.0824218,-0.6100338,1.8690478,22
PASHMINA,"'(Persian) a shawl made from pashm, the fine under-fleece of the goats of North India [n -S]'",-2.0898292,-0.61721605,1.8791376,22
PASHMINAS,"'PASHMINA, (Persian) a shawl made from pashm, the fine under-fleece of the goats of North India [n]'",-2.0986402,-0.61837965,1.8773925,22
PASHMS,"'PASHM, (Persian) the fine under-fleece of the goats of North India, used for making rugs, shawls etc., also PASHIM [n]'",-2.1482139,-0.61251044,1.9022517,22
PATCHOULI,"'(Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PACHOULI, PATCHOULY [n -S]'",1.0944537,1.2800642,7.922001,51
PATCHOULIES,"'PATCHOULY, (Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PACHOULI, PATCHOULI [n]'",1.0804998,1.3649228,7.969963,51
PATCHOULIS,"'PATCHOULI, (Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PACHOULI, PATCHOULY [n]'",1.0695558,1.3392032,7.952334,51
PATCHOULY,"'(Tamil) an Asiatic tree with a fragrant perfume oil; the resulting perfume, also PACHOULI, PATCHOULI [n PATCHOULIES]'",1.091042,1.2992091,7.9379873,51
PAWAW,"'(Native American) a conference between American Indians [n -S] / to hold such a conference, also POWWOW [v -ED, -ING, -S]'",0.20880572,6.412166,11.256726,-1
PEAG,"'(Native American) a form of currency once used by North American Indians, also PEAGE [n -S]'",-0.40544054,6.6986175,11.081966,12
PEAGE,"'(Native American) a form of currency once used by North American Indians, also PEAG [n -S]'",-0.41126707,6.72167,11.080462,12
PEAGES,"'PEAGE, (Native American) a form of currency once used by North American Indians, also PEAG [n]'",-0.40804735,6.7273707,11.086883,12
PEAGS,"'PEAG, (Native American) a form of currency once used by North American Indians, also PEAGE [n]'",-0.4185749,6.7328277,11.083362,-1
PEEPAL,"'(Hindi) a fig tree from India, aka bo tree, also PEEPUL, PIPAL, PIPUL [n -S]'",-0.8437876,1.46203,7.724738,114
PEEPALS,"'PEEPAL, (Hindi) a fig tree from India, aka bo tree, also PEEPUL, PIPAL, PIPUL [n]'",-0.812395,1.5345074,7.7599807,114
PEEPUL,"'(Hindi) a fig tree from India, aka bo tree, also PIPAL, PIPUL [n -S]'",-0.7844676,1.4850874,7.7710934,114
PEEPULS,"'PEEPUL, (Hindi) a fig tree from India, aka bo tree, also PIPAL, PIPUL [n]'",-0.865117,1.5712006,7.7129827,114
